Multilingual,lg family,family code ,Language (group),alternate lg (group),language code,Language (based on native name),dialect code,ISO 3 Letter country code,OfficialVillageName,MajorCity,PopulationNumber,village (RB),village (DNAFLA),village (SIL),village (map),Transcribed Village Name,N Lat,W Lon,NFr,WFr,Nmn60,Wmn60,NMinFr,WMinFr,Ndg,Wdg,N Lat_2,W Lon_2,N SIL,W SIL,N Lat source,WLon source,N Lat map,WLon map,N Lat us,W Long us,sourceOfCoordinates,name of map,lg comment,industries,weekly market,surnames,social info,Image,ImageDescription,Audio,AudioTranscription,Video,VideoTranscription
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Arou-Na-Bene,,,,,,,árú-nà:-bɛ̀rⁿɛ̀,14.138,-3.32,0.555,0.399,8.0,19.0,08.555,19.399,14,03,14 08.555,03 19.399,,,,,,,14 08.555,03 19.399,Dogon project,Bandiagara,,,,,"village in plains; surname Togo; farming and herding [see also Anamouila Kana, which is rather distant]",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Azanga,,,,,,Azanga,ànjàŋá,13.926,-3.324,0.934,0.739,55.0,19.0,55.934,19.739,13,03,13 55.934,03 19.739,,,,,,,13 55.934,03 19.739,Dogon project,Tougan,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Bama,,,,,,Bama,báwⁿà,14.089,-3.337,0.66,0.458,5.0,20.0,05.660,20.458,14,03,14 05.660,03 20.458,,,,,,,14 05.660,03 20.458,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Bangolo-Kana,,,,,,,"bà:ⁿgòlò kàná (""Bangolo new"")",14.0,-3.24,0.058,0.744,,14.0,00.058,14.744,14,03,14 00.058,03 14.744,,,,,,,14 00.058,03 14.744,Dogon project,Bandiagara (not shown),,,,,"village in plains, part of Bangolo village cluster; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Bangolo-Pe,,,,,,Baraniongolé,"bà:ⁿgòlò pɛ̌ⁿ (""Bangolo old"")",14.023,-3.286,0.643,0.325,1.0,17.0,01.643,17.325,14,03,14 01.643,03 17.325,,,,,,,14 01.643,03 17.325,Dogon project,Bandiagara,,,,,"village in plains, part of Bangolo village cluster; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Barelirou (Bali),,,,,,Barelirou,bà:lí,14.12,-3.369,0.386,0.275,7.0,22.0,07.386,22.275,14,03,14 07.386,03 22.275,,,,,,,14 07.386,03 22.275,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Barkala,,,,,,,bàrkàlá,14.15,-3.391,0.04,0.803,9.0,23.0,09.040,23.803,14,03,14 09.040,03 23.803,,,,,,,14 09.040,03 23.803,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Bediere,,,,,,,bɛ̀jɛ́rɛ̀,,,,,,,,,,,,,,,,,,,,,,,,,,,"cluster of three villages (speaking Togo Kan and Guiwri Kan), see Bediere-Gara, Bediere-Kengerena, Bediere Angouno-Ana",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Bediere-Gara,,,,,,,"bɛ̀jɛ̀rɛ̀ gàrá (""Bediere big"")",14.24,-3.267,0.694,0.059,14.0,16.0,14.694,16.059,14,03,14 14.694,03 16.059,,,,,,,14 14.694,03 16.059,Dogon project,Bandiagara (not shown),,,,,"village in plains, originally settled from Derou; largest of the Bediere village cluster; surnames Togo, Sagara, Guindo, and Saye (but all are mostly Togo Kan speaking); farming and herding; tree nursery",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Benie-Kana,,,,,,,bɛ̀ɲɛ̀ kàná,14.167,-3.334,0.104,0.149,10.0,20.0,10.104,20.149,14,03,14 10.104,03 20.149,,,,,,,14 10.104,03 20.149,Dogon project,Bandiagara (not separately shown),,,,,"village in plains, part of Beniouma (Benie) village cluster; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Benie-Na,,,,,,,bɛ̀ɲɛ̀ ná:,14.158,-3.386,0.823,0.323,9.0,23.0,09.823,23.323,14,03,14 09.823,03 23.323,,,,,,,14 09.823,03 23.323,Dogon project,Bandiagara (not separately shown),,,,,"village in plains, part of Beniouma (Benie) village cluster; baobab trees abundant; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Benie-Perou,,,,,,,bɛ̀ɲɛ̀-pèrú,14.154,-3.376,0.493,0.969,9.0,22.0,09.493,22.969,14,03,14 09.493,03 22.969,,,,,,,14 09.493,03 22.969,Dogon project,Bandiagara (not separately shown),,,,,"village in plains, part of Beniouma (Benie) village cluster; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Beniouma (Benie),,,,,,Beniouma,bɛ́ɲɛ̀,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,"village cluster; see Benie-Na, Benie-Perou, Benie-Kana",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Birekana,,,,,,,bìrɛ́kàrⁿà,14.068,-3.22,0.222,0.426,4.0,13.0,04.222,13.426,14,03,14 04.222,03 13.426,,,,,,,14 04.222,03 13.426,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Birga,,,,,,Birga,bìrgɛ́,14.037,-3.255,0.415,0.559,2.0,15.0,02.415,15.559,14,03,14 02.415,03 15.559,,,,,14 02,03 15,14 02.415,03 15.559,Dogon project,Bandiagara,,,,,village in plains (for Fulbe sister village see Birga-Pulo); surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Damise-Ana,,,,,,,dàmísɛ̀ⁿ ánà,14.225,-3.267,0.896,0.112,13.0,16.0,13.896,16.112,14,03,14 13.896,03 16.112,,,,,,,14 13.896,03 16.112,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Deri,,,,,,Déri,dɛ́:rú,14.253,-3.288,0.317,0.487,15.0,17.0,15.317,17.487,14,03,14 15.317,03 17.487,,,,,,,14 15.317,03 17.487,Dogon project,Bandiagara,,,,,"village in plains at the edge of an expanse of sand dunes, originally settled from Tirelli on the cliffs (but now Togo Kan speaking); surnames Sagara, Saye [sây], Wodiou; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Diabadia,,,,,,,jàbàjǎ:,14.238,-3.276,0.469,0.979,14.0,16.0,14.469,16.979,14,03,14 14.469,03 16.979,,,,,,,14 14.469,03 16.979,Dogon project,Bandiagara (not shown),,,,,"village in plains, setled out of nearby Koporo-Pe; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Djimerou,,,,,,Djimérou,jìmɛ́:rⁿú,14.156,-3.308,0.693,0.872,9.0,18.0,09.693,18.872,14,03,14 09.693,03 18.872,,,,,14 10,03 19,14 09.693,03 18.872,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Djimerou-Doungo,,,,,,,jìmɛ̀:rⁿù-dùŋɔ́,14.157,-3.317,0.788,0.11,9.0,19.0,09.788,19.110,14,03,14 09.788,03 19.110,,,,,,,14 09.788,03 19.110,Dogon project,Bandiagara,,,,,village in plains; surname Togo; Catholic church; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Don,,,,,,Don,dɔ̂:ⁿ,14.183,-3.284,0.06,0.133,11.0,17.0,11.060,17.133,14,03,14 11.060,03 17.133,,,,,14 11,03 17,14 11.060,03 17.133,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Gomou,,,,,,Gomou,gɔ̌m,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,"village cluster in plains; see Gomou-Na, Gomou-Kana",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Gomou-Kana,,,,,,,"gɔ̀m kàná (""Gomou new"")",14.189,-3.319,0.582,0.329,11.0,19.0,11.582,19.329,14,03,14 11.582,03 19.329,,,,,,,14 11.582,03 19.329,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Gomou-Na,,,,,,,"gɔ̀m ná: (""Gomou main"")",14.192,-3.333,0.931,0.047,11.0,20.0,11.931,20.047,14,03,14 11.931,03 20.047,,,,,,,14 11.931,03 20.047,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Goro,,,,,,,górò,14.256,-3.269,0.649,0.328,15.0,16.0,15.649,16.328,14,03,14 15.649,03 16.328,,,,,,,14 15.649,03 16.328,Dogon project,Bandiagara,,,,,"village in plains at the edge of an expanse of sand dunes, originally settled from Tirelli on the cliffs (but now Togo Kan speaking); surname Saye [sây], Den [dɛ̂:ⁿ]; Protestant church; farming and herding; gardens",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Gueourou,,,,,,Guéourou,géwrú,14.168,-3.238,0.187,0.505,10.0,14.0,10.187,14.505,14,03,14 10.187,03 14.505,,,,,14 10,03 13,14 10.187,03 14.505,Dogon project,Bandiagara,,,"Friday, small",,"village in plains (see  Gueourou Poulo-Goro for Fulbe sister village); surname Togo, plus a few Sagara; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Guiregara,,,,,,,gírè-gárà,14.223,-3.356,0.665,0.633,13.0,21.0,13.665,21.633,14,03,14 13.665,03 21.633,,,,,,,14 13.665,03 21.633,Dogon project,Bandiagara (not shown),Togo Kan and Guiwri Kan,,,,village in plains; surnames Togo and Sagara; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Kene,,,,,,,kɛ́:rⁿɛ̀,14.154,-3.337,0.411,0.407,9.0,20.0,09.411,20.407,14,03,14 09.411,03 20.407,,,,,,,14 09.411,03 20.407,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Kontogourou,,,,,,Kontogourou,kùnúⁿgóró,14.092,-3.352,0.889,0.257,5.0,21.0,05.889,21.257,14,03,14 05.889,03 21.257,,,,,14 05,03 21,14 05.889,03 21.257,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Koporo-Na,,,,,,Koporo-Kénié-Na,"kòyⁿ-gìrⁿí (""Koporo house"")",14.125,-3.352,0.845,0.262,7.0,21.0,07.845,21.262,14,03,14 07.845,03 21.262,,,,,14 08,03 22,14 07.845,03 21.262,Dogon project,Bandiagara,,,"Wednesday, regional",,village in plains; surnae Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Koporo-Pe,,,,,,Koporokénié-Pé,"kɔ̀ⁿ-pɛ̌ⁿ (""Kon old"")",14.22,-3.292,0.343,0.919,13.0,17.0,13.343,17.919,14,03,14 13.343,03 17.919,,,,,14 13,03 18,14 13.343,03 17.919,Dogon project,Bandiagara,,,"Monday, regional",,village in plains; surname Togo; Catholic and Protestant churches; pottery; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Korolou,,,,,,Korolou,kɔ̀rɔ̀lí,14.217,-3.367,0.106,0.072,13.0,22.0,13.106,22.072,14,03,14 13.106,03 22.072,,,,,14 13,03 22,14 13.106,03 22.072,Dogon project,Bandiagara,Togo Kan and Guiwri Kan,,,,village in plains; surnames Togo (majority) and Sagara; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Kourou-Koun,,,,,,,"kùrù-kûⁿ, kùrù-kùⁿ dágà",14.207,-3.29,0.741,0.746,12.0,17.0,12.741,17.746,14,03,14 12.741,03 17.746,,,,,,,14 12.741,03 17.746,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Kourou-Koun-Gara,,,,,,,kùrù-kùⁿ gàrá,14.202,-3.3,0.252,0.071,12.0,18.0,12.252,18.071,14,03,14 12.252,03 18.071,,,,,,,14 12.252,03 18.071,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Oro,,,,,,,órò,14.168,-3.274,0.212,0.735,10.0,16.0,10.212,16.735,14,03,14 10.212,03 16.735,,,,,,,14 10.212,03 16.735,Dogon project,Bandiagara (not shown),,,,,"village in plains, in three sections; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Orogourou,,,,,,Orogourou,ɔ̀rɔ̀-gùrú,14.118,-3.392,0.227,0.963,7.0,23.0,07.227,23.963,14,03,14 07.227,03 23.963,,,,,,,14 07.227,03 23.963,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Oropa,,,,,,Oropa,"ɔ̀rɔ̀-pǎ: (""baobab-refuge"")",14.2,-3.238,0.025,0.505,12.0,14.0,12.025,14.505,14,03,14 12.025,03 14.505,,,,,,,14 12.025,03 14.505,Dogon project,Bandiagara,also some Guiwri-Kan (Poudiougo surname),,,,village in plains; surnames Togo and Poudiougo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Orosegou,,,,,,Oroségou,ɔ̀rɔ̀-ségú,14.103,-3.359,0.359,0.973,6.0,21.0,06.359,21.973,14,03,14 06.359,03 21.973,,,,,,,14 06.359,03 21.973,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Orosogou (Amamounou),,,,,,,"ɔ̀rɔ̀-sɔ́gù, [àmà-mùrⁿù]-ɔ̀rɔ̀-sɔ́gù",14.22,-3.252,0.355,0.215,13.0,15.0,13.355,15.215,14,03,14 13.355,03 15.215,,,,,,,14 13.355,03 15.215,Dogon project,Bandiagara (not shown),,,,,"village in plains, part of Anamounou cluster; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Oustanga,,,,,,Oustanga,ójú-tá:ŋà,14.133,-3.316,,,8.0,19.0,08,19,14,03,14 08,03 19,,,,,14 08,03 19,,,,Bandiagara,,,,,village cluster; see Oustanga-Na and Oustanga-Pe,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Oustanga-Na,,,,,,,òjù-tà:ŋà nâ:,14.12,-3.289,0.341,0.665,7.0,17.0,07.341,17.665,14,03,14 07.341,03 17.665,,,,,,,14 07.341,03 17.665,Dogon project,Bandiagara (not separately shown),,,,,"village, part of Oustanga complex; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Oustanga-Pe,,,,,,,òjù-tà:ŋà pɛ̌ⁿ,14.123,-3.319,0.653,0.276,7.0,19.0,07.653,19.276,14,03,14 07.653,03 19.276,,,,,,,14 07.653,03 19.276,Dogon project,Bandiagara (not separately shown),,,,,"village, part of Oustanga complex; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Pel,,,,,,Pel,pɛ́:rú,14.083,-3.268,0.048,0.149,5.0,16.0,05.048,16.149,14,03,14 05.048,03 16.149,,,,,14 05,03 16,14 05.048,03 16.149,Dogon project,Bandiagara,,,,,"village in plains; surnames Togo, Diendiere (ethnic Mossi); Catholic and Protestant churches; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Peledourou (near Dessogou),,,,,,Pélédourou,"pélé-dùrù (""dove-groan"")",13.933,-3.416,,,56.0,25.0,56,25,13,03,13 56,03 25,,,,,13 56,03 25,,,map,Tougan,,,,,,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Peledourou (near Toroli),,,,,,Pélédourou,"pélé-dùrù (""dove-groan"")",13.956,-3.218,0.656,0.173,57.0,13.0,57.656,13.173,13,03,13 57.656,03 13.173,,,,,,,13 57.656,03 13.173,Dogon project,Tougan,,,,,"village in plains; surname Togo, plus some Sagara",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Perkana,,,,,,Perkana,pɛ̀:rù kàná,14.125,-3.389,0.886,0.606,7.0,23.0,07.886,23.606,14,03,14 07.886,03 23.606,,,,,,,14 07.886,03 23.606,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Pomboro-Dodiou,,,,,,Pomboro-Dodiou,,,,,,,,,,,,,,,,,,,,,,,Bandiagara,,,,,"pair of villages, see Pomboro-Dodiou-Benie and Pomboro-Dodiou-Koun",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Pomboro-Dodiou Benie,,,,,,,pɔ̀m-dòjù bɛ́ɲɛ̀,14.151,-3.171,0.192,0.478,9.0,10.0,09.192,10.478,14,03,14 09.192,03 10.478,,,,,,,14 09.192,03 10.478,Dogon project,Bandiagara (not separately shown),,,,,"village in plains, part of Pomboro-Dodiou (pɔ̀m-dójù) complex; surname Togo; farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Pomboro-Dodiou Koun,,,,,,,pɔ̀m-dòjù kûⁿ,14.155,-3.156,0.595,0.672,9.0,9.0,09.595,09.672,14,03,14 09.595,03 09.672,,,,,,,14 09.595,03 09.672,Dogon project,Bandiagara (not separately shown),also some Jamsay (Ongoiba),,"Wednesday, local",,"village in plains, part of Pomboro-Dodiou (pɔ̀m-dójù) complex; surnames Ongoiba (chiefly family, orig. from Petaka near Douentza), Sagara (orig. from Dourou on cliffs), and Guindo (orig. from Nombori on cliffs); farming and herding",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Saourou,,,,,,Saourou,ságúrú,14.203,-3.373,0.331,0.67,12.0,22.0,12.331,22.670,14,03,14 12.331,03 22.670,,,,,,,14 12.331,03 22.670,Dogon project,Bandiagara,Togo Kan and Guiwri Kan,,,,village in plains; surnames Togo and Sagara; farming and herding; wood carvings on supports for palaver sheds,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Sassougo,,,,,,Sassougo,tìnà: sá:sɔ́gù,14.136,-3.187,0.271,0.401,8.0,11.0,08.271,11.401,14,03,14 08.271,03 11.401,,,,,,,14 08.271,03 11.401,Dogon project,Bandiagara,,,,,"village in plains, considered to belong to Tina village complex; surname Sagara; farmng and herding  ",,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Satemou,,,,,,,sà:-têm,14.237,-3.337,0.381,0.402,14.0,20.0,14.381,20.402,14,03,14 14.381,03 20.402,,,,,,,14 14.381,03 20.402,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Sembere,,,,,,Sembéré,sèmérè,14.141,-3.289,0.815,0.589,8.0,17.0,08.815,17.589,14,03,14 08.815,03 17.589,,,,,,,14 08.815,03 17.589,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Sinda,,,,,,Sinnda,sí:nɛ́,14.133,-3.416,0.047,0.005,8.0,25.0,08.047,25.005,14,03,14 08.047,03 25.005,,,,,,,14 08.047,03 25.005,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Sorobara,,,,,,,sóró-bárà,14.075,-3.369,0.889,0.283,4.0,22.0,04.889,22.283,14,03,14 04.889,03 22.283,,,,,,,14 04.889,03 22.283,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Taounougou,,,,,,Taounougou,tɔ̀:nɔ̀ŋú,14.107,-3.321,0.71,0.476,6.0,19.0,06.710,19.476,14,03,14 06.710,03 19.476,,,,,14 06,03 19,14 06.710,03 19.476,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Temegolo,,,,,,Témégolo,tɛ̀:ⁿ-górò,14.136,-3.258,0.352,0.851,8.0,15.0,08.352,15.851,14,03,14 08.352,03 15.851,,,,,14 08,03 15,14 08.352,03 15.851,Dogon project,Bandiagara,,,Tuesday,,village in plains; surnames Togo and Poudiougo; Protestant church (attended by Poudiougo); farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tendeli,,,,,,Tenndéli,ténè,14.089,-3.408,0.663,0.896,5.0,24.0,05.663,24.896,14,03,14 05.663,03 24.896,,,,,14 05,03 25,14 05.663,03 24.896,Dogon project,Bandiagara,,,"Saturday, regional",,village in plains on main road near Bankass; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tiemama,,,,,,Tiémama,tɛ́wⁿɛ̀,14.121,-3.334,0.509,0.139,7.0,20.0,07.509,20.139,14,03,14 07.509,03 20.139,,,,,,,14 07.509,03 20.139,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Timessogou,,,,,,Timessogou,tíⁿ-sɔ̀gùrù,14.067,-3.307,0.097,0.792,4.0,18.0,04.097,18.792,14,03,14 04.097,03 18.792,,,,,,,14 04.097,03 18.792,Dogon project,Bandiagara,,,,,village in plains; settled originally out of Koporo-Pe; surname Togo; faming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Timessogou-Daga,,,,,,,tìⁿ-sɔ̀gùrù dágá,14.057,-3.307,0.739,0.706,3.0,18.0,03.739,18.706,14,03,14 03.739,03 18.706,,,,,,,14 03.739,03 18.706,Dogon project,Bandiagara (not shown),,,,,village in plains; settled originally out of Koporo-Pe; surname Togo; faming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Timessogou-Kana,,,,,,,tìⁿ-sɔ̀gùrù kàná,14.054,-3.304,0.462,0.493,3.0,18.0,03.462,18.493,14,03,14 03.462,03 18.493,,,,,,,14 03.462,03 18.493,Dogon project,Bandiagara (not shown),,,,,village in plains; settled originally out of Koporo-Pe; surname Togo (one Guindo family); faming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tina,,,,,,Tina,"tìnâ:, tògǒn-tínà:",14.122,-3.208,0.561,0.807,7.0,12.0,07.561,12.807,14,03,14 07.561,03 12.807,,,,,14 07,03 13,14 07.561,03 12.807,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tongoro-Legu,,,,,,,tɔ́ŋɔ́rⁿɔ́-légù,14.034,-3.158,0.087,0.87,2.0,9.0,02.087,09.870,14,03,14 02.087,03 09.870,,,,,,,14 02.087,03 09.870,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; Protestant church; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tono-Ana,,,,,,,tònò-àná,14.19,-3.303,0.693,0.315,11.0,18.0,11.693,18.315,14,03,14 11.693,03 18.315,,,,,,,14 11.693,03 18.315,Dogon project,Bandiagara (not shown),,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Tonou,,,,,,Tonou,tɔ̀nɔ̌:,14.068,-3.339,0.159,0.637,4.0,20.0,04.159,20.637,14,03,14 04.159,03 20.637,,,,,,,14 04.159,03 20.637,Dogon project,Bandiagara,,,,,village in plains; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Wilwal,,,,,,,wílwàl,13.968,-3.218,0.146,0.173,58.0,13.0,58.146,13.173,13,03,13 58.146,03 13.173,,,,,,,13 58.146,03 13.173,Dogon project,Bandiagara (not shown),,,,,village in plains; settled by people from Koporo-Pe; surname Togo; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Wilwal-Ma,,,,,,,wìlwàl-mǎ,13.968,-3.237,0.197,0.452,58.0,14.0,58.197,14.452,13,03,13 58.197,03 14.452,,,,,,,13 58.197,03 14.452,Dogon project,Bandiagara (not shown),Togo Kan (Togo surname) and Guiwri Kan (Sagara),,,,village in plains; surnames Togo and Sagara; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Yowo-Korou,,,,,,,yɔ̀wɔ̀-kórù,14.202,-3.343,0.273,0.991,12.0,20.0,12.273,20.991,14,03,14 12.273,03 20.991,,,,,,,14 12.273,03 20.991,Dogon project,Bandiagara (not shown),,,,,village in plains; surnames Togo and Sagara; farming and herding,,,,,,
,Dogon,,Togo Kan,,,Togo Kan,,MLI,Zon,,,,,,Zon,jɔ̂:ⁿ,13.851,-3.121,0.185,0.447,51.0,7.0,51.185,07.447,13,03,13 51.185,03 07.447,,,,,13 51,03 08,13 51.185,03 07.447,Dogon project,Tougan,"Togo Kan dominant, also some Tengou Kan, Guiwri Kan, and Samogo",,"Tuesday, regional",,"village in plains; surnames Togo (largest), Guindo, Sagara, Samogo [sàmɔ̀gɔ́], Doumbira, Dianggo, Ibirango; Catholic and Protestant churches",,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Ambaka,,,,,,Ambaka,àmbàkâ,14.916,-3.116,,,55.0,7.0,55,07,14,03,14 55,03 07,,,,,14 55,03 07,,,map,Bandiagara,,,,,,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Amere,,,,,,Améré,àmèré,14.616,-3.251,,0.107,37.0,15.0,37.000,15.107,14,03,14 37.000,03 15.107,,,,,,,14 37.000,03 15.107,Dogon project,Bandiagara,,,,Goimba,village on rocky plateau,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Assa,,,,,,Assa,ádà,14.568,-3.387,0.196,0.449,34.0,23.0,34.196,23.449,14,03,14 34.196,03 23.449,,,,,,,14 34.196,03 23.449,Dogon project,Bandiagara,,,,Tembiné,village on plateau near Kany,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Bana,,,,,,(none),bánà,14.657,-3.185,0.735,0.247,39.0,11.0,39.735,11.247,14,03,14 39.735,03 11.247,,,,,,,14 39.735,03 11.247,Dogon project,Bandiagara (not shown),,,,"Bana, Ambapil",village on rocky plateau,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Bargue,,,,,,Bargué,bàrgé,14.8,-3.05,,,48.0,3.0,48,03,14,03,14 48,03 03,,,,,14 48,03 03,,,map,Bandiagara,,,,Toloba,village near Mori,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Biné,,,,,,Biné,bìnɛ́,14.568,-3.359,0.138,0.992,34.0,21.0,34.138,21.992,14,03,14 34.138,03 21.992,,,,,,,14 34.138,03 21.992,Dogon project,Bandiagara,,,,"Goudienkilé (""pluck-fly"")",village on plateau,,,,,,
,Dogon,,Tommo So,,,Tommo So,,MLI,Dale-Kanda,,,,,,Dalékanda,,,,,,,,,,,,,,,,,,14 46.5,03 06,,,map,Bandiagara,,,,Toloba,village near Mori,,,,,,
