code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So,Tomo Kan (Segue),Tomo Kan (Diangassagou),"Tommo So (Tongo Tongo, combined)","Tommo So (Tongo Tongo, JH)",,"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,family,book p.,synonymy,comment,domain,specimen
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,4,,,60340,,,2011,,large black cricket,gros grillon noir,,cɛ̀cɛ̀-tòŋéy-bàsà,"ɔ̀rⁿɔ́: tém-tàm-tè-m\\tém-tàm-tè: (""outback's cricket"")",,,,,,,,bò:rò gɛ́ⁿ,,,,bwè:rè jóⁿ,"bòrè: ná: (""cricket main"", roasted and eaten by children)",,,,,,,,,,,,,,,,,,,,,,,Gryllus cf. bimaculatus,"Orthoptera, Ensifera, Gryllidae",,,,"fauna (insect, cricket/cockroach)",
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,3,,,60341,,,2011,,sand-colored cricket sp.,grillon couleur sable sp.,,,tèm-tàm-tê-m\\tèm-tàm-tê: (from it's hopping movements),,kúwórí dê:,,"cì-cère jɛ́m (""cricket black"")",kèkèrè bárⁿú,,,,,,,,,,,,,,,,,,,,gèrèŋgèré bɔ̀mbɛ̀,gèrè:ⁿgèré  bɔ́:mbɛ̀,,,,,,,,,,,"Orthoptera, Ensifera, Gryllidae",,,,"fauna (insect, cricket/cockroach)",2005_061
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,2,,,60342,,,2011,,dark brown cricket sp.,grillon brun foncé sp.,,,"kì-kèrè jéwⁿè-m\\jéwⁿè (""... black""), tèm-tàm-tê-m\\tèm-tàm-tê: (from it's hopping movements)",,kùwòrì jɛ́mí,,bì-bò:ró ~ bò:ró,kèkèrè jém,,,bò:rò sòdà:jù-kɔ́rɔ́,,,,,,,,,kɛ̀rɛ̀-kɛ́rɛ́,,,,,,,,gèrèŋgèré kòrò,gèrè:ⁿgèré kórò,,,,,,,,,,,"Orthoptera, Ensifera, Gryllidae",,,,"fauna (insect, cricket/cockroach)","2006_019, 2005_062"
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,1,,,60343,,,2011,,cricket (generic),grillon,,,,dàŋkílílí-m,kúwórí,,,kɛ́kéré,,,bó:ró,bò:rǒy (also 'cicada'),bù-bòrôy,bò:rǒy,bwé:ré (also a caterpillar in manure),bóré:,,kàŋgìlèý,,,bò:ró (also 'cicada'),,bò:rò,[nà:-págà]-bìní:\\[nà:-págà]-[bǐn-bó],pàgàbìní,kè:lé,kè:lé  ,gèréŋgèrè,gèréŋgérè,xxx,ké:lé,,tóŋgò,,,"kúbéy-bón-sùtùr-íyà [tone] (obscurely ""darkness-on-protection-Dimin"")","kúbéy-yⁿâ: (""darkness-mother"", also Trachyderma)",,,"Orthoptera, Ensifera, Gryllidae",,,,"fauna (insect, cricket/cockroach)",
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,8,,,60336,,,2011,,various house cricket and small cockroach spp.,plusieurs grillons et petits cafards spp. dans les maisons,,kóróŋ-kóróŋ,kí-kéré-m\\kí-kéré,,,,cí-céré,,,,,,,,,,,,,kɔ̀rɔ́ ɲɛ̀bɛ̀rɛ̀,,,,,,,,,,,,,,,,,,,,zz(various),,,,"fauna (insect, cricket/cockroach)",
fauna,"insect (cricket, cockroach)",faune,"insecte (grillon, cafard)",201,43,9,,,60344,,,2011,,earwig (insect with forked tail),perce-oreilles (insecte à queue fourchue),,,"àsɛ̀gɛ́-bɔ̀rɔ̀-jáyⁿ (< Jam ""Asege-butt-open"")",,"ɛ̀mbɛ́-kɛ́gɛ́rɛ́ (""sorghum-saddle"", forked tail resembles shape of camel saddle)",,,ɛ̀mbɛ́ kɛ́-kɛ̂:,,,kɛ̀m-nà:-kɛ́m,,,kɛ̀mì-nà:-kɛ̂m,sàkɛ́,"ɛ̀mbɛ̀-sàkɛ́: (""sorghum-..."")",,àdàgɛ́,,,sìyɛ́-gàmbùrùŋ,,ɛ̀mà-sá:rⁿá,"sà-sògòlé\\sà-sògǔl-mbó (""Sa[mans name]-make.hole"")",,kɛ̀mbù-màn-kɛ́mbú,kɛ̀mbù màⁿ kɛ́mbú  ,sɛ̌yⁿ kɛ̀wɛ̀,sǐⁿ` ké:wè,,"sè:ŋgè-sɛ́mɛ̀ (""millet-louse"")",,"kó:mbɛ̀-sírá-sɛ̀ⁿ (""horned beetle"")",,,,"hàynì-hánsì (""millet-dog"")",,Forficula senegalensis,"Dermaptera, Forficulidae",,,,"fauna (insect, earwig)","2005_075, 2005_081"
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,1,,,60345,,,2011,,common fly (insect),mouche commune,,yⁿɔ̀ŋgɛ̌yⁿ,gì-gɛ᷈:ⁿ-m\\gì-gɛ᷈:ⁿ ~ jì-jɛ᷈:ⁿ-m\\jì-jɛ᷈:ⁿ,jè-jêⁿ-m\\jè-jê:ⁿ,jí:yⁿɛ̀,,"ɲù:-jɛ̂m (""...-black"")",yò-yǒŋ,yù:ⁿ-jɛ̂m,,ɲù:-dúgɔ́ ~ ɲù:-dɔ́gɔ́,ɲíŋgélé,ɲéŋgɛ̀ⁿ,yéŋùnù,ʔùndɔ̀ʔɔ̀,ǹdògɔ̂:,,yéŋélé,,yéŋélé,géŋùnù,gèné,jěn,gɔ́ŋɛ́\\gɔ́ŋɔ́-mbó,jà:ní (also 'ant'),gɛ́:nɛ́,gɛ́:nɛ́ ,jɛ́:nì,jé:nì,ɲóŋónì,"gì:nà, gì:nà-ɲɔ̀ŋgɔ̀",,yúrí,,,hámn-ó,hámní,,,Diptera,,,,"fauna (insect, fly)",
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,9,,,60346,,,2011,,large biting fly sp.,grosse mouche sp. qui mord,,,"wà:là-gú-m jí-jɛ̀:-m (""lazy.person's fly"")",,,,,,,,,,,,,,,,,,,,,gɔ̀ŋ-kábá\\gɔ̀ŋ-[kábá-mbó],,gɛ̀:nɛ̀ wɔ́lɔ́-wɔ́lɔ́,gɛ̀:nɛ̀ wɔ́lɔ́wɔ́lɔ́  ,,,,,,,,,,,,,Diptera,,,,"fauna (insect, fly)",
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,13,,,60347,,,2011,,flying insects,insectes volants,,,,,,,,,,,,,,,,,,,,,,,,pìr-pírì\\pìr-pírì-mbò,,,,,,,,,,,,,,,,Diptera (and others),,,,"fauna (insect, fly)",
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,5,,,60348,,,2011,,"small reddish robber fly (bites livestock and occasionally people, common in July and August)","petit asile (mouche) rougeâtre sp. (pique les animaux et parfois les gens, fréquent vers juillet-août)",,,,,"ámíyⁿè jì:yⁿɛ̀ (""bee's fly"")",,,,,,,,,,,,,,,,,,,,,púndɛ́ŋgè gɛ́:nɛ̀,púndáŋgè gɛ́:nɛ̀  ,,,,,,,,,,,,,"Diptera, Asilidae",,,,"fauna (insect, fly)",2005_079
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,6,,,60349,,,2011,,"large greyish robber fly sp. (bites donkeys, common in October)","gros asile (mouche) grisâtre sp. (pique les ânes, fréquent en octobre)",,,"kì-ka᷈: tì-tà:-m\\tì-tà: (""grasshoppers' hyena"")",,"kà-ka᷈: tà-tà: (""grasshopper's hyena"")",,,,,,,,,,,,,,,,,,,gɔ̀ŋ-kábá\\gɔ̀ŋ-[kábá-mbó],,,,,,,,,,,,,,,,"Diptera, Asilidae",,,,"fauna (insect, fly)",2005_083
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,7,,,60350,,,2011,,robber fly sp. (bites animals),asile (mouche) sp. (mord les animaux),,,"gì-gɛ̀:ⁿ kérù-m\\kérù (""fly sting"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nusa sp.,"Diptera, Asilidae, Laphriinae",,,,"fauna (insect, fly)",2006_048
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,8,,,60351,,,2011,,robber fly sp. (bites animals),asile (mouche) sp. (mord les animaux),,,,,,,,,,,,bú:bù,,,kù-kú (also 'spitting cobra'),kú-kú:,,,,màlé dùnjùmɔ̀,,,,gɔ̀ŋ-kábá\\gɔ̀ŋ-[kábá-mbó],,,,jè:ní kìmɛ̀,jé:ní ` kímɛ̀,,,,,,,,,,,"Diptera, Asilidae, Laphriinae",,,,"fauna (insect, fly)",
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,2,,,60353,,,2011,,blowfly (in carrion),moucheron (dans la charogne),,yⁿɔ̀ŋgɛ̀yⁿ bùrⁿà:rⁿá,"tìwɛ́ jí-jɛ̀:ⁿ-m\\jí-jɛ̀:ⁿ (""corpse's fly"")",,"tùwá jí:yⁿɛ̀ (""death's fly"")",,,ɔ̀mbú kɛ́-kɛ̂:,,,ɲùndɔ̀gɔ̀ bò:mó,ɲìŋgèlè-bɔ̀mɔ́,,yèŋènè gùmmɔ́,"ʔùndɔ̀ʔɔ̀ búmú, síkásó _x0008_ʔùndɔ̀ʔɔ́ (""Sikasso fly,"" said to have come with mangoes)",ǹdògɔ̀ bûⁿ-bûⁿ,,,,,gèŋùnù bɔ́mmɔ̀,gèn bùmbá,jèn bùmbɔ̀,gɔ̀ŋɛ̀-wɛ́rɛ̀\\[gɔ̀ŋɛ̀-mbò]-[wɛ́rɛ̀-mbò],,,,jɛ̀:ní bòmbò,jè:ní` bómbò,,gì:nà-sólò,,"à-yùrì-báwⁿ, yùrì-kóŋgì",,,,,,,"Diptera, Calliphoridae",,,,"fauna (insect, fly)",2005_084
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,3,,,60352,,,2011,,blowfly sp. that hums in fields,mouche de la viande sp. qui murmure dans les chants,,,,,,,,,,,,,,,,,,yèŋèlè-bɔ̀mmɔ́,,yèŋèlè àná,,,,,,,,,,,,,,,,,,,,"Diptera, Calliphoridae",,,,"fauna (insect, fly)",2006_026
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,10,,,60354,,,2011,,tiny muscid fly sp. (hard to swat away),mouche muscide minuscule sp. (difficile à chasser),,,"kàrⁿà-gú bòrú-m\\bòrú (""[don't do (it)] (he) increases"")",,sàbùgî,,"wàlà-gú-m dɔ̀wⁿɔ́ ~ wàl-gú-m dɔ̀wⁿɔ́ (""lazy.person's totem"")",,,,àndǎⁿ,,,,"kùlà càráⁿ-bàndà (""laziness bite-learn"") (tiny bee?)",,,,,ɛ̀ɛ̀ɲjíɲím,,,,,,,,,,,,,,,,,,,,"Diptera, Muscidae",,,,"fauna (insect, fly)",2006_002
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,11,,,60355,,,2011,,small biting fly sp. (similar to common house fly),petite mouche sp. qui pique (ressemble à la mouche commune),,,"[jì-jɛ̀:ⁿ]-[yɛ̀:-kǔ:-m]\\-kǔ: (""fly-sorceror"")",,,,,,,,,,,,,,,,,kèé-kèè,,,,,,,,,,,,,,,,,,,,"Diptera, Muscidae, Muscinae",,,,"fauna (insect, fly)",2006_053
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,12,,,60356,,,2011,,"botfly sp. (adult mouthless, larva parasitic on cows)","mouche œstride sp. (adulte sans bouche, larve parasitique sur les bovins)",,,,,"bàrⁿá jí:yⁿɛ̀ (""plain's fly"")",,,yò-yòŋ kérù,,,,,,,,,,,,nàá yèŋèlè,,,,nàwó: gɔ̀ŋɛ̀\\gɔ̀ŋɔ̀-mbò,,,,kêw,kêw,,,,,,,,,,Hypoderma sp. (cf.),"Diptera, Oestridae",,,,"fauna (insect, fly)",2006_037
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,4,,,60357,,,2011,,"large, sluggish flesh fly",gros moucheron léthargique,,yⁿɔ̀ŋgɛ̀yⁿ bùrⁿà:rⁿá,"gì-gɛ̀:ⁿ bòmbò-gú-m\\-gú (""fly stupid"")",jèjèⁿ kóndúrú-m,"jì:yⁿɛ̀ àrⁿà-kú: (""fly bachelor"")",,"ɲù:-jɛ̀m bò:mó (""fly stupid"")",yò-yòŋ àrⁿà-kûm,yù:ⁿ-jɛ̀m bò:mó,,ɲùndɔ̀gɔ̀ bò:mó,,ɲèŋgɛ̀ⁿ-bɔ̀mɔ́,yèŋènè gùmmɔ́,ʔùndɔ̀ʔɔ̀ búmú,,,pándígímɛ́,,kàrgé,,,,,,,,kòròndé jɛ́:nì,kòròndé  jé:nì,,,,bû:-ŋ-yùrì,,,,,,Sarcophaga sp. (cf.),"Diptera, Sarcophagidae",,,,"fauna (insect, fly)",2005_072
fauna,insect (fly/mosquito),faune,insecte (mouche/moustique),201,44,14,,,60358,,,2011,,tiny fly that makes a little honey,mouche minuscule sp. qui fait un peu de miel,,,,,,,dɔ́ŋɔ̀,,,,,,,,lìjéⁿ,lìjɛ́ⁿ,,̀ɛ̀ɛ̀ⁿjíɲím (makes a little honey),,,,,,,,kómúnjà,kómúnjà (perhaps melipherous aphid/KP),,,,,,,,,,,,Actia sp.,"Diptera, Tachinidae",,,,"fauna (insect, fly)",2008_001
fauna,"insect (grasshopper, general)",faune,"insecte (crique, générique)",201,45,1,,,60359,,,2011,,grasshopper (any),sauterelle (toute),,kàyá,kì-ka᷈:-m\\kì-ka᷈:,kàkà bùmbàrⁿú-m,kà-ka᷈:,,kǎ: ~ kì-kǎ:,kà-kǎ:,kì-ká:,,kǎ:,kà-kǎ: ~ kì-kǎ:,kì-kǎ:,kà:-kâ:,ká:,ka᷈:,,kàà-kàá,,kàà-kàá,kà:-gú,kǎ:,kà:,"kà-kâ:\\kà-kâ:-mbò, ka᷈:\\kǎ:-mbò",kà:,ká:wɛ́,ká:wé ,káyá,káyá,kà:yⁿà,káyá,,dɛ̀ŋkyɛ́,,,kòf-ìyà,dòw,,,Orthoptera,,,,"fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,1,,,60362,,,2011,,grasshopper sp.,sauterelle sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthochtha venosa,"Orthoptera, Acrididae, Acridinae",I. 024,,,"fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,2,,,60390,,,2011,,grasshopper sp.,sauterelle sp.,,zìnâŋ-gɔ́ŋgùrɔ́,"yá-bǎ:rà-m\\yá-bǎ:rà (""come-turn"", it twists body when on millet)","árà kákà-m, dò:jú, dò:jù-àrⁿá","á:rá ká-kâ: (""rice's grasshopper"")",,dò:jú (cf. Sherifuria),nábǎngà,dò:sú bàŋárⁿà,,,"pɔ̀l-[kà-kǎ:] (""sesame-grasshopper"")",yɛ̀:-púlɔ̀,dɔ̀r-nà:-dɔ́rù,ʔùbáⁿ-jì:rí (also Homoxyrrhepes),m̀báⁿ-jùrû:,,dɔ̀rù-màà-dɔ́rú,,,dɔ̀r-mà-ndɔ́rù,pɛ̀ndɛ̀-kǎ:,,"bɔ̀rɔ̀-ka᷈:\\bɔ̀rɔ̀-[kǎ:-mbò], tàná-bɔ́nɔ́nɔ́\\tàná-[bɔ́nɔ́nɔ́-mbó]","ɛ̀rɛ̀gɛ̀-ká: (""rice-grasshopper"")",kà:wɛ̀ pɛ̀rɛ̀dɛ́,kà:wè pèrèdé ,,sǔ:ⁿ  káyà,,,,"à-tù:rè-n-dɛ̀ŋkyɛ́ (""wild.rice-grasshopper"")",,,"kòwrí-jìndáŋ-ꜜgól-ò (""stem-neck-..."")","bɛ́rɛ̀-bɛ́rɛ̀-wòyzá (""twist-twist-..."", it twists when caught)",,Hieroglyphus daganensis,"Orthoptera, Acrididae, Hemiacridinae",I. 026,,"well-known; large and soft-bodied; rice pest, common on Vetiveria grass","fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,3,,,60409,,,2011,,grasshopper sp.,sauterelle sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zonocerus variegatus,"Orthoptera, Pyrgomorphidae",I. 030,,unmistakable color pattern; not recognized in northern Dogon country but possible farther south,"fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,4,,,60383,,,2011,,grasshopper sp.,sauterelle sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cataloipus fuscocoerulipes,"Orthoptera, Acrididae, Eyprepocnemidinae",I. 032,,not yet observed locally,"fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,5,,,60388,,,2011,,grasshopper sp.,sauterelle sp.,,"sɛ̀gûm-sɛ́gìrɛ́, sɛ̀gûm-sɛ́gɛ̌y",sɛ́ŋɛ́rⁿɛ́-sɛ᷈:-m\\-sɛ᷈:ⁿ,ìbérì gɔ́:gɔ̀-m\\gɔ́:gɔ̀:,sɛ́ŋɛ́rⁿɛ́-sɛ̂:ⁿ,,"mɛ́n-[kí-kâ:] (""bracelet grasshopper"")",sɛ̀ŋɛ̀rⁿɛ̀-sɛ̂wⁿ,yɛ̀mɛ̌n,,mɛ́n ká:,tɛ́l-bàmárà (also Homoxyrrhepes),pɛ̀jù-[kì-kå:],sɛ̀n-nà:-sɛ́nì,ʔòlò-ká:,"òlò-kà:-î:ⁿ (""plant.sp.-grasshopper-child"")",,sɛ̀y-màà-sɛ́y,,sɛ́y-mà-sɛ́y,sènjèn-sèníyò,sɛ̀r-kǎ:,kà: sɛ̀ŋɛ̀rⁿɛ̀ sɛ̂yⁿ,dǎy-[sɛ̀nɛ̀-sɛ́nɛ̀]\\dǎy-[sɛ̀nɛ̀-sɛ́nɛ̀-mbò],,búzúŋ kà:wɛ̀,bùjú:ⁿ//bùjùⁿ ká:wè ,"ànjí:-kàyà (""roselle-grasshopper"")",ká:yá pérì,,"kàníyà káyà (""lamp grasshopper"")",,,,,sì:rín-síŋk-ò ~ sì:rín-séŋk-ò [tones],sìrín-sìkíyà,,Kraussella amabile,"Orthoptera, Acrididae, Gomphocerinae",I. 034,,"well-known, distinctive, colorful","fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,6,,,60376,,,2011,,grasshopper sp.,sauterelle sp.,,kòmbùrùkòyó,ná-bɔ̀ɣɔ́rɔ̀-m\\ná-bɔ̀ɣɔ́rɔ̀,kàkà ná: bó:rù-m,kà-kà: ná-pɔ̌:rɛ̀,,"án-cèré, yà-màŋá ~ yɛ̀-màŋá",ná-bɔ̀gɔ́rɔ̀,yɛ̀màŋá,,yɛ̀màŋá,"nàbɔ̂y, án-kègérè (male)",yɛ̀:-bɔ̂y,gòlgúmɔ̀,yà:-jɔ̀gú,yà:-jògú,,gòlò-kúmɔ́,,gòlò kúmó,wèlkúmɔ̀,kà: zójɛ̀:,kà:-bɔ̂y,jìŋ-ka᷈:\\jìŋ-kǎ:-mbò,kà:-dú:dù,kɔ̀gɔ̀rɔ́ⁿ kà:wɛ̀,kògòlóⁿ ká:wè  ,bójí,bɔ̀jí  yɔ̂:,,,,à-dɛ̀ŋkyɛ̀-à-támákɛ̀,,,"hà:f-ù‑gùnd‑íyà (""...-belly-Dimin"")",kàrbàsúrí ~ kàlbàsúrí,,Kraussaria angulifera,"Orthoptera, Acrididae, Cyrtacanthacridinae",I. 036,,"well-known; hops on plants; serious millet and cow-pea pest; eaten (northern Dogon, their favorite grasshopper)","fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,7,,,60382,,,2011,,grasshopper sp.,sauterelle sp.,,"gòròŋgò:sì-tàpìnî:, gòròŋgò:sì-tàpìné, gòròŋgò:sì-tàmné","bɔ̌:-dàwⁿâ-m\\dàwⁿâ: (""father-totem"", i.e. totem of sb who has a living father)","kàkà bádàmâ-m, kàkà bɔ̌:dàmâm, kàkà sìsì-ɲɛ̌-m",è:njí ká-kâ: xxx[tones],,"sǒm-[kí-kâ:] (""horse's grasshopper"", also Homoxyrrhepes)",árá ká-kâ:,,,sòⁿ-kǎ:,,"sòŋ-[kì-kǎ:] (""horse-grasshopper"")","árà kà:-kà: (""rice's grasshopper"")","sòᶰ-ká: (""horse-grasshopper"")",,,sòn-támbá,,,[àrà-àrà]-[kà:-gú] (also Heteracris),,,"ànjì-ka᷈:\\ànjì-kǎ:-mbò (""roselle-grasshopper"")",,"sǒŋ kà:wɛ̀ (""tamarind-grasshopper"")",sǒ:ⁿ ká:wè  ,kàyá yà jìríwè,ká:yá ` yájíwè,,,,,,,,ʔàlàŋkùsûn-tà:bà,,Cataloipus cymbiferus,"Orthoptera, Acrididae, Eyprepocnemidinae",I. 038,,seen at Tabi and Beni,"fauna (insect, grasshopper)",
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,8,,,60399,,,2011,,grasshopper sp.,sauterelle sp.,,pɛ̀rɛ̂m-pɛ́mmɛ̀,pɛ́tɛ́-pɛ᷈:-m\\pɛ́tɛ́-pɛ᷈:,pɛ́lɛ̀-pɛ̂-m,pɛ́tɛ́-pɛ̂y,,pɛ́lɛ́-pɛ̂w,pɛ́tɛ́-pɛ̂w,pɛ́lɛ́m-pɛ̂w,,kà: pɔ̀gɔ̀rɔ̀-pɔ́,"bá:-dàmá, pɛ̀lɛ̀m-pɛ̂y",pɛ̀lɛ̀m-pɛ̂y,,"ʔɛ̀njìⁿ-ká: (""roselle grasshopper"")",,,kàà-kàà pílú,,,pɛ́llàgà,pɛ́lɛ́m-pɛ̀y,pɛ̀lɛ̀m-pɛ̂y,kà:-[pɛ́rɛ̀-pɛ́rɛ̀]\\kà:-[pɛ́rɛ̀-pɛ́rɛ̀-mbò],kà:-pɛ́rɛ́dɛ̀,[see Poikilocerus],pùbè ká:wè ,kàyá pɛ́rɛ́,kàyá` pɛ́rɛ́,,,,à-dɛ̀ŋkyɛ̀-à-pɛ̀rɛ̀-pɛ́rɛ̂:,,,mà:lám-ꜜfént-ò,mɛ́lɛ́m-gɛ̀ndíyà ~ mɛ́rɛ́ⁿ-fɛ̀ndíyà,,Oedaleus senegalensis,"Orthoptera, Acrididae, Oedipodinae",I. 042,,"well-known, small","fauna (insect, grasshopper)",2004_023
fauna,insect (grasshopper I),faune,insecte (criquet I),201,46,9,,,60366,,,2011,,grasshopper sp.,sauterelle sp.,,,"jìrⁿěyⁿ tém-dùgù-m\\-dùgù (""wet.season's ..."")",kà-kâ-m\\kà-kâ:,,,,,,,dùmí:-tè:rè,,dúm-kèlè,dùgùmbéndè,"ʔɛ̀bɛ̀-dúkírí (""eldest.son-short"")",,,,,kàà-kàà sòntámbà,kà:-kî:,,,,,,,,,,,,à-dɛ̀ŋkyɛ̀-à-tá:-šɛ̀ⁿ,,,,"hú:-bè:rì-gáŋgì (""house-big-forked.stick"")",,Acorypha glaucopsis,"Orthoptera, Acrididae, Calliptaminae",I. 044,,well-known; inner femur red,"fauna (insect, grasshopper)",
fauna,insect (grasshopper II),faune,insecte (criquet II),201,47,1,,,60402,,,2011,,grasshopper sp.,sauterelle sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paracinema tricolor,"Orthoptera, Acrididae, Oedipodinae",I. 046,,not yet observed locally,"fauna (insect, grasshopper)",
fauna,insect (grasshopper II),faune,insecte (criquet II),201,47,2,,,60404,,,2011,,grasshopper sp.,sauterelle sp.,,,"ɔ̀gɔ̀-yérú yà-púlɔ̀-m\\yà-púlɔ̀ ~ ɔ̀:-yérú yàpúlɔ̀-m\\yàpúlɔ̀ (""Ogoyeri.village's Fulbe-woman"", because it's pretty)",,,,,,,,,,,,,,,,,,,,,"kà:-púlàndè:\\kà:-púlàndò: (""grasshopper-Fulbe"", bc. long and thin)",,,,,,,,,,,,,,,Atractomorpha acutipennis,"Orthoptera, Pyrgomorphidae",I. 048,,"locally uncommon (has pointed nose, like Acrida)","fauna (insect, grasshopper)",
fauna,insect (grasshopper II),faune,insecte (criquet II),201,47,3,,,60361,,,2011,,grasshopper sp.,sauterelle sp.,,,"á:rá kí-kà:-m\\kí-kà: (""rice grasshopper"", now rare)",,,,,,,,kà: yɛ̀-mɛ̀ní,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duronia chloronota,"Orthoptera, Acrididae, Acridinae",I. 050,,occasional millet pest,"fauna (insect, grasshopper)",
fauna,insect (grasshopper II),faune,insecte (criquet II),201,47,4,,,60384,,,2011,,grasshopper sp.,sauterelle sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eypreprocnemis plorans ornatipes,"Orthoptera, Acrididae, Eyprepocnemidinae",I. 052,,uncommon locally,"fauna (insect, grasshopper)",
fauna,insect (grasshopper II),faune,insecte (criquet II),201,47,5,,,60360,,,2011,,grasshopper sp.,sauterelle sp.,,"sóm-pólǒm, sém-pólǒm","ɔ̀gɔ̀-yérú yà-púlɔ̀-m\\yà-púlɔ̀ ~ ɔ̀:-yérú yàpúlɔ̀-m\\yàpúlɔ̀ (""Ogoyeri.village's Fulbe-woman"", because it's pretty)",,sómbórì,,"[[àɣà-yà:]-dú:]-[dè:-gó-m] (""I won't carry the load of my co-wife"", since head is long and thin), són-ná:-sórù (stick.out-mother-stick.out"")",àrⁿá ká-kâ:,són-ná:-sórù,,kà: sèrù-nà:-sérú,pùlɔ̀-yⁿá:rⁿà,bòlòmò-sôm,"sǒŋ kà:-kà: (""horse's grasshopper"")","ʔyɛ̀lɛ̀-ká: (""groundnut-grasshopper"")","ìyɛ̀lɛ̀-hòrò ka᷈: (""groundnut grasshopper"")",,"kàà-kàà pùlɔ̀-yààná (""grasshopper Fulbe-woman""), kàà-kàà módí-módí (""grasshopper marabout""), kàà-kàà sɔ́rɔ́mbɛ́",,fùlɔ̀ kàà-kàá,àntùndùŋ-[ká:-gù],"àmbà-kǎ: (""God-grasshopper"")",pùlà-kà:,"kà:-púlàndè:\\kà:-púlàndò: (""grasshopper-Fulbe"", bc. long and thin)",,kà:wɛ̀ kè:ré,kà:wè kè:ré  ,kàyá nàrà,káyá nárà,,"bɔ̀ŋgɔ̀-tùgùl káyà (""mantis' grasshopper"")",,"pùndɛ́-n-dɛ̀ŋkyɛ̀ (""Fulbe-grasshopper"")",,,"hàr-bóŋ-sù-gáwr-ú-jérè (""man's head doesn't carry a waterjar""), sùlúm-mú:l-ó [tones]","bàwná-dôw (""rain-...""), túfá:dò-bòn-sèmbíyà (""...-head-pointed"")",,Acrida group bicolor,"Orthoptera, Acrididae, Acridinae",I. 054,,"well-known; to 100 mm; green or dull brown, pointed nose, resembles mantis","fauna (insect, grasshopper)",
