Multilingual,lg family,Language (group),alternate lg (group),Language (based on native name),OfficialVillageName,Transcribed Village Name,N Lat,W Lon,lg comment,industries,weekly market,surnames,social info
,Dogon,Tommo So,,Tommo So,Kassa-Antaka,àntèŋè-dú: (lower),14.740,-3.056,,,,"Tolo, Yandoke (blacksmiths), Kamiya (leatherworkers)","village at base of hill; original site àntèŋè-kú: on hill; earlier origin in dàlé village near Barke; farming and herding; gardens (onion, maize, papaya); Muslims and animists; blacksmiths, goldsmiths, weavers"
,Dogon,Tommo So,,Tommo So,Kassa-Bedou,bèdú,14.734,-3.053,,,(see Kassa-Berda),Tolo,"village on plateau summit near cliff; original village ɛ̀ntágà (summit near Bamba); earlier origin said to be village of bàrkɔ̀mbɔ́ near Barke village; farming; gardens (onion, maize, African eggplant, papaya); village totem is lying; leatherwork"
,Dogon,Tommo So,,Tommo So,Kassa-Berda,bɛ̀rdá,14.736,-3.042,,,"bèdù-íbɛ market between Kassa-Berda and Kassa-Bedou, every fifth day (same day as Kassa-Saou), small","Tolo, Kamiya","village on plateau summit near cliff; original village called sàwⁿtáwà at base of cliff (a few families still there); earlier origin said to be village of bàrkɔ̀mbɔ́ near Barke village; farming; gardens (onion, tomato); no totem; Muslims; blacksmiths, leatherwork, pottery"
,Dogon,Tommo So,,Tommo So,Kassa-Saou,sǎw,14.737,-3.054,,,"every fifth day, local","Tolo, Yandoke (blacksmiths from Bandiagara area), Maiga (blacksmiths)","village in upper (plateau summit) and lower (plains) sections; original village ɛ̀ntágà (summit near Bamba); earlier origin said to be village of bàrkɔ̀mbɔ́ near Barke village; farming and herding; gardens (onion, tomato, lettuce, papaya, mango); marriage with Simde; Muslims; blacksmiths (rifles, farm tools)"
,Dogon,Tommo So,,Tommo So,Kassa-Simde,símdè,14.757,-3.066,Tommo-So dialect with Nanga influence,,,Tolo,village at base of hill; sometimes called Kassa-Simde but close to Kono (Nanga); original village called santawa on far side of Kassa (still a few people there); farming and herding; no gardening; village totem is python
,Dogon,Tommo So,,Tommo So,Kédiou,kɛ̀dú,14.671,-3.268,,,,"Yalkouyé (unofficially Semmeguem), Kédou","village on plateau, part of Ninggari; school; gardens; settled from Ningari-Sougi"
,Dogon,Tommo So,,Tommo So,Kéna,kénà,14.604,-3.272,,well-known traditional healers,,Ouologuem,small village on plateau; gardens; settled from Sol-Ditanga
,Dogon,Tommo So,,Tommo So,Kende,kéndè,14.700,-3.416,,,,Senguipiri [sèŋèpîl],village on plateau
,Dogon,Tommo So,,Tommo So,"Kenndie, Kendie",kènjé,14.671,-3.506,,,"Wednesday, large regional (buses from Bamako)","many surnames: Yaloukouyé [jàlkújè], Ombotimbe, Kansaye [kàⁿsâj], Ouologuem, Tembine [tɛ̀mbìnɛ́], Tebsougou","village on high spot on irregular plateau a short distance from valleys; farming and herding [""Kindé"" on gov't map, versus ""Kenndié"" for a different village at N 14 42 by W 03 25]"
,Dogon,Tommo So,,Tommo So,Kilegou (near Mori),kìlègú,14.767,-3.188,,,,Kouriba,village on plateau near Mori
,Dogon,Tommo So,,Tommo So,Kilegou (near Some),kìlègí,14.700,-3.650,Tommo-So and Tiranige languages,,,,village on plateau ridge overlooking long valley
,Dogon,Tommo So,,Tommo So,Kom,kɔ̂:m,#VALUE!,#VALUE!,,,,Yalkouyé (unofficially Yalbele [jàl-bɛ̀lɛ́]),"pair of villages, part of Ningari"
,Dogon,Tommo So,,Tommo So,Kom-Bérou,"kɔ̀:m-bɛ̌r (""-near"")",14.650,-3.271,,,,Yalkouyé (unofficially Yalbele [jàl-bɛ̀lɛ́]),"village on plateau, paired with Kom-Guiri"
,Dogon,Tommo So,,Tommo So,Komboga,kɔ̀mmɔ̀gá,14.620,-3.226,,,,Tembiné,village on rocky plateau; gardens
,Dogon,Tommo So,,Tommo So,Komguiri,"kɔ̀:m-gírì (""-distant"")",14.651,-3.269,,,,Yalkouyé (unofficially Yalbele [jàl-bɛ̀lɛ́]),"village on plateau, paired with Kom-Bérou); school; gardens; settled from Ningari-Sougi"
,Dogon,Tommo So,,Tommo So,Komodia (or Ninggari-Komodia),kɔ̀mmɔ̀-díyɛ̀,14.656,-3.369,,,,"Kansaye (majority), Yalkouyé","village on plateau, part of Ningari clusters"
,Dogon,Tommo So,,Tommo So,Komoguéné,kòmò-gìnɛ́,14.653,-3.270,,,market on five-day cycle,Yalkouyé (unofficially Walbane),"village on plateau, part of Ninggari; school; gardens; settled from Ningari-Sougi"
,Dogon,Tommo So,,Tommo So,Mori (~ Mory),mɔ́:lù ~ mɔ̂:l,14.734,-3.173,,,"every fifth day, local",,village on plateau
,Dogon,Tommo So,,Tommo So,Nalou,nà:lú,,,,leatherworkers,,"Ouologuem, Napo (leatherorkers)","village on plateau, near De"
,Dogon,Tommo So,,Tommo So,Ningari,nìŋɛ̂l,14.655,-3.275,,,," Yaloukouyé [jàlkújè], some Kansaye","large village cluster in several sections on plateau, on new  road Bandiagara to Douentza"
,Dogon,Tommo So,,Tommo So,Ningari-Donno,dónnò,14.667,-3.272,,,," Yaloukouyé [jàlkújè], some Kansaye, Maiga",village in Ningari cluster; gardens; settled from Ningari- Sougi
,Dogon,Tommo So,,Tommo So,Ningari-Nagaladoumbo,éndù,14.655,-3.271,,,," Yaloukouyé [jàlkújè], some Kansaye",section of Ningari on main road
,Dogon,Tommo So,,Tommo So,Ningari-Sougi,súgù,14.656,-3.270,,,"major market, every fifth day"," Yaloukouyé [jàlkújè], some Kansaye","village in Ningari cluster, chef-lieu of Ningari and earliest-settled part of Ningari; schools, mayor's office; settled from Kani-Bonzon"
,Dogon,Tommo So,,Tommo So,Nombo,nɔ́mbɔ̀,14.738,-3.485,,,,"Guindo, Karambe, Yalkouyé",village in flat section of plateau near Kendié; school being built (2017); gardening; settled from Kendié
,Dogon,Tommo So,,Tommo So,Nounou,nú:nù,14.569,-3.392,,,,"Bamia, Goundoumba, Karambe",village on plateau near Kany
,Dogon,Tommo So,,Tommo So,Ogourou (= Ontanga ??),,14.650,-3.166,,,,,"village on rocky plateau, part of Indeli cluster"
,Dogon,Tommo So,,Tommo So,Ologuin,"òl-gìnɛ́ (""the.bush-house"")",14.521,-3.371,,,,"many families: Guindo, Kassogué, Poudiogo, Saye",village on plateau
,Dogon,Tommo So,,Tommo So,Omna,ómnò,14.666,-3.183,,,,"Walbane, Guindo","village on rocky plateau, part of Indeli cluster"
,Dogon,Tommo So,,Tommo So,Omonia,ɔ̀mɔ̀níyɛ̀,,,,,,"Yaloukouyé [jàlkújè], Guindo, Goimba, Guiré","sector near Ondogou including Amere, Omonio, Sobo, Amala-Guéné, Ditanga"
,Dogon,Tommo So,,Tommo So,Omonia,ɔ̀mɔ̀níyɛ̀,14.616,-3.250,,,,Goimba,"village on rocky plateau, same Hogon as Amere"
,Dogon,Tommo So,,Tommo So,Ondogou,óndòm,14.640,-3.223,,,,Tembine [tɛ̀mbìnɛ́],"village on rocky plateau near Ningari, chef-lieu of commune rurale (mairie), schools, dam"
,Dogon,Tommo So,,Tommo So,Ondon-Da,òndòn-dá:,#VALUE!,#VALUE!,,,,Tembiné,"village, part of Ondougou sector"
,Dogon,Tommo So,,Tommo So,Ontanga,òntàŋá,#VALUE!,#VALUE!,,,,Guindo,"village on rocky plateau, part of Indeli cluster"
,Dogon,Tommo So,,Tommo So,Ouro-Songo,"ɔ̀rɔ̀-sóŋò (""baobab-rocky.place"")",14.550,-3.383,,,,Tembiné,village on plateau; settled from Ondougou
,Dogon,Tommo So,,Tommo So,Ouroli-Tolo,"ùtòló (< uroli-tòló ""is not in Ouroli secteur"")",14.552,-3.350,,,,Kanambaye,"village on plateau, part of Ouroli"
,Dogon,Tommo So,,Tommo So,Ouroli,"ùròlí, tɛ̀nnɛ́",14.554,-3.342,,,small market on 5-day cycle,Kassogué,"village on plateau; school, gardens, dam; functions as center for Ganiaga and Oye villages; settled from Kani-Bonzon"
,Dogon,Tommo So,,Tommo So,Panga,pàŋgá,,,,,,,cluster of three villages on plateau above cliffs near Douentza
,Dogon,Tommo So,,Tommo So,Panga-Dale-Yim,pàŋgà-dàle-yím,,,,,,"Tembiné, Yalkouyé","village above cliffs near Douentza, part of Panga cluster"
,Dogon,Tommo So,,Tommo So,Panga-Sol,pàŋgà-sɔ̂l,14.900,-3.000,,,,Ouologuem,"village above cliffs near Douentza, part of Panga cluster; originally from Sol"
,Dogon,Tommo So,,Tommo So,Pangana,pàŋgà ná:,14.916,-3.016,,,,Yalkouyé,"village above cliffs near Douentza, part of Panga cluster"
,Dogon,Tommo So,,Tommo So,Pinde,pɛ̀:ndí,14.620,-3.187,,,,Tembine [tɛ̀mbìnɛ́] and Napare,village on lower slope and at base of mountain;farming and herding
,Dogon,Tommo So,,Tommo So,Piro,píròm,14.589,-3.837,"Tommo So (majority), Fulfulde (Fulbe and Rimaibe mnority)",,"Monday, local","Kansaye, Degoga, and Yalkouye (Dogon); Tamboura (Rimaibe), Bari (Fulbe)","outlying Tommo So village on sandy plains north of Goundaka with some Fulbe and Rimaibe; gardens in ravine (mango, papaya); settled in 19th C. by Kansaye from Kany and Ningari"
,Dogon,Tommo So,,Tommo So,Sadegue,sà:dégè,14.750,-3.133,,,,Ouologuem,village near Mori
,Dogon,Tommo So,,Tommo So,Sal,sâ:l,14.616,-3.288,,,,Pamatek,cluster of some 5 villages; Sal and Sol formerly warred with each other
,Dogon,Tommo So,,Tommo So,Sal-Dimi,sàl-dìmmí,14.607,-3.302,,,,Pamatek,village on flat plateau; gardens but no dam; schools; settled from Kani-Bonzon
,Dogon,Tommo So,,Tommo So,Sal-Ogol,sàl-ɔ́gɔ̀l,14.602,-3.302,,,,Pamatek,village on plateau; school; gardens; settled from Kani-Bonzon
,Dogon,Tommo So,,Tommo So,Sal-Sombogou,sàl-sómbógù,#VALUE!,#VALUE!,,,,Kansaye,"village on plateau, part of Sal cluster"
,Dogon,Tommo So,,Tommo So,Sal-Tapadjéma,"sàl-tàbàsímmè (""rock-tilt"", cf. tàbá 'rock')",14.600,-3.300,,,,Pamatek [pámàtàk],"village on plateau, part of Sal cluster"
,Dogon,Tommo So,,Tommo So,Saredina,sánnà,14.786,-3.220,,,,"many surnames: Guindo, Yalkouyé, Kassogué, Tembiné, Bamia",village on flat part of plateau
,Dogon,Tommo So,,Tommo So,Sobo,sóbò,14.605,-3.221,,,,Guindo,village on rocky plateau near Ningari
,Dogon,Tommo So,,Tommo So,Sobodi,sòbò-dí,14.619,-3.221,,,,Tembiné,village on plateau; use school at Amala-Guiné;gardens; settled from Ondogouvillage on rocky plateau; gardens
,Dogon,Tommo So,,Tommo So,Sol,sɔ̂:l,#VALUE!,#VALUE!,,,,"Ouologuem, Guiré (dye-ers)",pair of villages on both sides of a river; Sol and Sal formerly were at war
,Dogon,Tommo So,,Tommo So,Sol-Djennenké,sɔ̀:l-dàɲí,14.618,-3.274,,,,"Ouologuem, Guiré (came from Djenné)","village on west side of river, part of Sol village pair; school; gardens; settled from Djenné"
,Dogon,Tommo So,,Tommo So,Sol-Dogon,sɔ̀:l-gìn-tàŋá,#VALUE!,#VALUE!,,,,Ouologuem,"village on east side of river, part of Sol village pair"
,Dogon,Tommo So,,Tommo So,Tangadiye,"tàŋà-díyɛ̀ (""big piece"")",14.836,-3.154,,,,Ouologuem,"village near Tongo-Tongo on rugged section of plateau, part of Tedie village cluster"
,Dogon,Tommo So,,Tommo So,Tedie,"tɛ́:ⁿ (Dogon), teje (Fulfulde)",14.833,-3.166,,,,Ouologuem,"cluster of villages in rugged part of plateau, including Tongo Tongo, Andji, Tangadiye"
,Dogon,Tommo So,,Tommo So,Tégou,têg,14.617,-3.242,,,,Tembiné,"village on rocky plateau near Ondogou; school, gardens"
,Dogon,Tommo So,,Tommo So,Téguédou,tégèdù,,,,,,,pair of villages on rocky plateau
,Dogon,Tommo So,,Tommo So,Téguédou-Bine,tègèdù-bínɛ̀,14.654,-3.193,,,,Ambapili [àmbàpîl],"village on rocky plateau; gardens, dam; settled from Ondogou"
,Dogon,Tommo So,,Tommo So,Téguédou-Na,tègèdù-ná:,14.657,-3.186,,,,Ambapili [àmbàpîl],village on rocky plateau; gardens; settled from Ondogou
,Dogon,Tommo So,,Tommo So,Temba,tɛ́mbà,14.950,-3.183,,,,Ouologuem,village on slope near Kubewel
,Dogon,Tommo So,,Tommo So,Téné,ténnè,14.538,-3.350,,,,Kassogué,"town on plateau, part of Ouroli"
,Dogon,Tommo So,,Tommo So,Tepere,tɛ̀bɛ̀lɛ́,14.606,-3.189,,,,"Ouologuem, Guindo, Tembiné","village on slope of mountain, with a second section below at the base; farming and herding"
,Dogon,Tommo So,,Tommo So,Tine,tíŋɛ̀,,,,,,Ouologuem,"small village near Ouse (Nanga), originally a military camp for Dale zone"
,Dogon,Tommo So,,Tommo So,Tongo Tongo,tóŋó-tòŋò,14.850,-3.166,,,,Ouologuem,village on plateau in Tédié area
,Dogon,Tommo So,,Tommo So,Touol,túyɔ̀l,14.638,-3.450,,,,Tembiné,village on plateau near Kendié
,Dogon,Tommo So,,Tommo So,Wana,wánà,14.650,-3.416,,,,Kansaye,village on plateau near Kendié
,Dogon,Tommo So,,Tommo So,Wara,wà:râ:,14.586,-3.367,,,,Bamia,village on plateau near Kani-Gogouna
,Dogon,Tommo So,,Tommo So,Waye,ɔ́yɛ̀j,14.538,-3.350,,,,Guindo,"village on plateau, part of Ouroli"
,Dogon,Tommo So,,Tommo So,Were,wɛ̀rɛ́,14.601,-3.190,,,,Guindo,"village in two parts, on lower slope and in the plains near the base of the mountain;  farming and herding"
,Dogon,Tomo Kan,,Tomo Kan,Abdoulkarimou,àdùkɛ̀rímù,14.100,-4.166,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Adamandaga,àdàmà-dàgâ:,13.405,-4.116,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Ama,à:mâ:,14.100,-3.750,,,,Arama,village in plains
,Dogon,Tomo Kan,,Tomo Kan,Amoro-Daga,àmòrò-dàgâ:,13.875,-3.968,,,,Sanafo,"hamlet, near extended doum palm grove"
,Dogon,Tomo Kan,,Tomo Kan,Antoumadaga,àntúmà-dàgâ:,13.455,-4.083,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Balaguira-Habe,"bàlà-gìnâ:, bàlà-gìnà dɔ̀gɔ́mbò:",13.983,-4.033,,"leatherworkers, blacksmiths",,"Minta, Iguila, Sogo, Darame (leatherworkers). Erkan (blacksmiths)",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Bantiné,bàⁿ-tìnέ [VD],14.037,-4.139,,,,"Diallo, Sidibé",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Bawema (near Perou),"bàwέmá (lit. ""let's be calm"") [VD]",14.072,-4.070,,,,"Sagasso, Djibo, Kolo-Ogon, Arama",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Bawema (near Segue),"bàwέmá (lit. ""let's be calm"") [VD]",13.902,-3.700,,,,"Arama (majority),Doho [dɔ̀ʔɔ́]","village on plains; Arama came from Mandoli villag], Doho came from Yeguere/Leguere village"
,Dogon,Tomo Kan,,Tomo Kan,Bilambougou,bìlám-bùgû:,13.766,-4.266,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Bogodou,bògò-dú [VD],13.743,-3.470,,,,"Dibo, Guindo, Tessougué",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Bosso,bɔ̀-só [VD],13.656,-3.671,,,,"Amara, Togo",village on plains
,Dogon,Tomo Kan,,Tomo Kan,"Bou, Boul",bû:,13.855,-3.755,,,,Uro-Ogon,ancient village on slope of cliff; farming and herding
,Dogon,Tomo Kan,,Tomo Kan,Boungel,"bòŋgê: [JH], bùngêl ~ bùngèl [VD]",14.166,-4.103,"majority Tomo-Kan (Dogon), minority Bwamu (""Bobo"")",,,"Dibo, Arama, Tiessougué, and Iguila (Dogon); Kone and Dembélé (Bwamu)",large village on highway on plateau
,Dogon,Tomo Kan,,Tomo Kan,Bourkouma,"búrkùmâ: [JH], bùrkùmá [VD]",13.839,-4.035,"Tomo-Kan speaking, but some ethnic Bwamu (""Bobo"") including village chief",,,"Dabou (TK [dà:bó]) (Bwamu); Koulibaly, Arama, Damango, Djibo, Koetimbe, Sanafo, Arama, and Touléma (Dogon)",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dah,dá [VD],13.676,-3.804,,,,Arama,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Dedougou,dé-dùgû:,14.150,-4.133,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Degesssogou,dɛ̀gɛ̀-sɔ̀gû:,13.716,-3.616,,,,,
,Dogon,Tomo Kan,,Tomo Kan,Degou,"dègî: [JH], dègú [VD]",14.072,-4.076,,,,"Diongo, Iguila, Sagaso, Goulakan",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dia,jà [VD],13.757,-3.635,also some Fulbe,,,"Sangaré, Cissé, Sidibé",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Diaba,jàbâ:,13.983,-4.200,mixed Fulbe/Dogon,,,Arama,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Diallassagou,"jà:-sɔ̀gû: [JH], jà-sɔ́gú [VD]",13.737,-3.622,also some Marka (Dafin),,,"Sossigué, Arama, Garango, Gana, Cissé",large village in plains
,Dogon,Tomo Kan,,Tomo Kan,Diam,"à:jâwⁿ [JH], jáⁿ [VD]",13.807,-3.759,,,,surname Garango [gàràŋgó],ancient village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Diamakan,jàmàkâ:ⁿ,13.633,-4.150,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dianggassagou (Diemessogou),jèmè-sùgû:,13.990,-3.940,,,,"Minta, Sanafo, Toulema, Pamatek","compact village cluster on plateau; school, health center"
,Dogon,Tomo Kan,,Tomo Kan,Dianna,jànâ:,14.017,-3.738,,,,Goulakan,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dianweli (Tomo Kan 1),"jàⁿwélî: [JH], jànwúléⁿ [VD]",13.918,-4.138,,,,"Samakan, Koulibaly",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dianwely (Tomo Kan 2),jàⁿ-wùléⁿ [VD],13.708,-3.605,,,,Tolofoudié,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Diendie,jɛ̀ⁿjɛ̀-kâ:ⁿ,13.887,-3.943,,,,Dibo (TK [jùbó:]),"hamlet; near extended Borassus palm valley that extends to Amoro-Daga; jɛ̀njɛ́ is the name of the nearby sacred pond, whose mud is applied over swollen throat glands due to goiter"
,Dogon,Tomo Kan,,Tomo Kan,Diengeni-Habe,jɛ̀ŋɛ̀-dùndɛ̂yⁿ,14.071,-3.950,,,," Samakan, Dibo, Toulema, Sokanda",Dogon village on plateau1 km from a larger Fulfulde-speaking village (Diengeni-Foulbe)
,Dogon,Tomo Kan,,Tomo Kan,Diengeni-Koubel,jɛ̀ŋɛ̀-jìnâ:,,,,,,"Iguila, Toulema",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Dimbal,"jùmbâ: [JH], jùmbá [VD]",14.023,-3.617,,,,Tessougue,village on plains; origin of Tolofoudie clan but now Tessougue
,Dogon,Tomo Kan,,Tomo Kan,Dindan,dìⁿ-dàⁿ,13.767,-3.520,,,,"Somboro, Doho",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Dioboro,jòbòrô:,13.821,-3.883,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Diounda,jùndá [VD],13.809,-3.758,,,,Adiango,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Djile,"jìlê: [JH], jílé [VD]",13.924,-3.739,,,,surname Koetimbe ~ Koetioumbé (TK kɔ̪ɛ̀cùmbɛ́),village on plains; people from here also settled Koundiadaga
,Dogon,Tomo Kan,,Tomo Kan,Djile-Daga,jìlè-dàɁá [VD],13.818,-4.068,,,,Arama,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Djinaban,jìnà-bâwⁿ,13.655,-3.833,,,,Arama,village on plains
,Dogon,Tomo Kan,,Tomo Kan,Djinandjo,júŋú-jìnànjô:,13.906,-3.723,,,,Arama,village on plains see also Dyingi
,Dogon,Tomo Kan,,Tomo Kan,Dome,"dómɛ̀: [JH], dòmέ [VD]",13.952,-3.802,,,,"Goulakan, Iguila, Arama",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Don,dóⁿ [VD],13.809,-3.685,,,,"Boulé, Togo, Somboro, Sangala, Arama, Fongoro, Garango",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Donkonon,dòⁿ-kóⁿnóⁿ,13.572,-3.702,,,,"Arama, Sangaré",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Doumbol,dùmbô:,13.909,-3.921,,,,"Dibo, Sanafo, Kalagadio",on small rocky hill
,Dogon,Tomo Kan,,Tomo Kan,Dounde,dùndê:ⁿ,13.955,-3.708,,,"Thursday, local","Yolo, Tounda, Téssougué, Fonggoro, Oula, Guindo, Garago",village on plains; blacksmiths and leatherworkers present
,Dogon,Tomo Kan,,Tomo Kan,Doussougou,dù-sùgû:,13.871,-3.983,,,,Soumah,village
,Dogon,Tomo Kan,,Tomo Kan,Dyingi,jùŋû:,13.888,-3.750,,,,Arama,village on plateau; see also Djinandjo
,Dogon,Tomo Kan,,Tomo Kan,Eguela,"yàgàlâ: [JH], έgέlá [VD]",14.220,-3.705,,,,Dibo,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Fangadougou (1),"pàŋà-dùgû: [JH], páŋgá-dùgú [VD]",14.153,-4.058,,,,"Touléma, Kamaté",village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Fangadougou (2),"pàŋà-dùgû: [JH], páŋgá-dùgú [VD]",,,,,,Arama,small village on plains near Segue
,Dogon,Tomo Kan,,Tomo Kan,Fatoumadaga,fàtùmà-dàgâ:,13.800,-4.188,,,,,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Gan (Dianah),"gáⁿ [VD], jànà [JH]",14.026,-3.771,,,,"Goulakan, Iguila","village, see also Gani-Do"
,Dogon,Tomo Kan,,Tomo Kan,Gandaga,"jìŋàn-dàgâ: [JH], gàⁿ-dàɁá [VD]",13.992,-3.869,,,,Arama,village on plateau
,Dogon,Tomo Kan,,Tomo Kan,Gani-Do,"gà:ⁿ-àlàkû:ⁿ [JH], gáⁿ [VD]",14.041,-3.787,,,,"Iguila, Goulakan","village on plateau, see also Gan (Dianah);"
,Dogon,Tomo Kan,,Tomo Kan,Garou (Garou-Leye),à:gá:rû:,14.017,-3.738,,,"Sunday, local","Téssougué, Fonggoro, Oula, Guindo",widely spread village cluster on plains on road to Segue
,Dogon,Tomo Kan,,Tomo Kan,Ginssogou,gὲⁿ-sɔ́gú [VD],13.735,-3.542,,,,"Tolofoudié, Guindo, Togo",village on plains
,Dogon,Tomo Kan,,Tomo Kan,Golobougou,"gòló-bùgû: (Tomo-Kan), golombugu (Bambara)",14.325,-4.026,Tomo-Kan and Bambara,,,Arama,village in plains
,Dogon,Tomo Kan,,Tomo Kan,Gombossogou,gòmbò-sɔ́gú [VD],13.784,-3.688,,,,Gana,village on plains
